entend |To attend to; to apply one's self to. [Obs.] Chaucer.
epiplexis |A figure by which a person seeks to convince and move by an elegant kind of upbraiding.
epiploce |A figure by which one striking circumstance is added, in due gradation, to another; climax; e. g., \"He not only spared his enemies, but continued them in employment; not only continued, but advanced them.\" Johnson.
epiploic |Relating to the epiploön.
epiplooen |See Omentum.
epiploon |See Omentum.
epipodial |1. (Anat.)  Pertaining to the epipodialia or the parts of the limbs to which they belong. 2. (Zoöl.)  Pertaining to the epipodium of Mollusca.
epipodiale |One of the bones of either the forearm or shank, the epipodialia being the radius, ulna, tibia, and fibula.
epipodite |The outer branch of the legs in certain Crustacea. See Maxilliped.
epipodium |One of the lateral lobes of the foot in certain gastropods.
epipolic |Producing, or relating to, epipolism or fluorescence. [R.]
epipolism |See Fluorescence. [R.] Sir J. Herschel.
epipolized |Changed to the epipolic condition, or that in which the phenomenon of fluorescence is presented; produced by fluorescence; as, epipolized light. [R.] Stokes.
epipteric |Pertaining to a small Wormian bone sometimes present in the human skull between the parietal and the great wing of the sphenoid. -- n.  The epipteric bone.
epipterygoid |Situated upon or above the pterygoid bone. -- n.  An epipterygoid bone or cartilage; the columella in the skulls of many lizards.
epipubic |Relating to the epipubis.
epipubis |A cartilage or bone in front of the pubis in some amphibians and other animals.
episcopacy |Government of the church by bishops; church government by three distinct orders of ministers -- bishops, priests, and deacons -- of whom the bishops have an authority superior and of a different kind.
episcopal |1. Governed by bishops; as, an episcopal church. 2. Belonging to, or vested in, bishops; as, episcopal jurisdiction or authority; the episcopal system.
episcopalian |Pertaining to bishops, or government by bishops; episcopal; specifically, of or relating to the Protestant Episcopal Church.\n\nOne who belongs to an episcopal church, or adheres to the episcopal form of church government and discipline; a churchman; specifically, in the United States, a member of the Protestant Episcopal Church.
episcopalianism |The doctrine and usages of Episcopalians; episcopacy.
episcopally |By episcopal authority; in an episcopal manner.
episcopant |A bishop. [Obs.] Milton.
episcoparian |Episcopal. [R.] Wood.
episcopate |1. A bishopric; the office and dignity of a bishop. 2. The collective body of bishops. 3. The time of a bishop's rule.\n\nTo act as a bishop; to fill the office of a prelate. [Obs.] Feeding the flock episcopating. Milton.
episcopicide |The killing of a bishop.
episcopize |To make a bishop of by consecration. Southey.\n\nTo perform the duties of a bishop.
episcopy |1. Survey; superintendence. [Obs.] Milton. 2. Episcopacy. [Obs.] Jer. Taylor.
episepalous |Growing on the sepals or adnate to them.
episkeletal |Above or outside of the endoskeleton; epaxial.
episodal |Same as Episodic.
episode |A separate incident, story, or action, introduced for the purpose of giving a greater variety to the events related; an incidental narrative, or digression, separable from the main subject, but naturally arising from it.
episodial |Pertaining to an episode; by way of episode; episodic.
episodic |Of or pertaining to an episode; adventitious. -- Ep`i*so\"dic*al*ly, adv. Such a figure as Jacob Brattle, purely episodical though it be, is an excellent English portrait. H. James.
episodical |Of or pertaining to an episode; adventitious. -- Ep`i*so\"dic*al*ly, adv. Such a figure as Jacob Brattle, purely episodical though it be, is an excellent English portrait. H. James.
epispadias |A deformity in which the urethra opens upon the top of the penis, instead of at its extremity.
epispastic |Attracting the humors to the skin; exciting action in the skin; blistering.\n\nAn external application to the skin, which produces a puriform or serous discharge by exciting inflammation; a vesicatory.
episperm |The skin or coat of a seed, especially the outer coat. See Testa.
epispermic |Pertaining, or belonging, to the episperm, or covering of a seed.
epispore |The thickish outer coat of certain spores.
epistaxis |Bleeding at the nose.
epistemology |The theory or science of the method or grounds of knowledge.
episternal |Of or pertaining to the episternum.
episternum |1. (Anat.) (a) A median bone connected with the sternum, in many vertebrates; the interclavicle. (b) Same as Epiplastron. 2. (Zoöl.)  One of the lateral pieces next to the sternum in the thorax of insects.
epistilbite |A crystallized, transparent mineral of the Zeolite family. It is a hydrous silicate of alumina and lime.
epistle |1. A writing directed or sent to a person or persons; a written communication; a letter; -- applied usually to formal, didactic, or elegant letters. A madman's epistles are no gospels. Shak. 2. (Eccl.)  One of the letters in the New Testament which were addressed to their Christian brethren by Apostles. Epistle side, the right side of an altar or church to a person looking from the nave toward the chancel. One sees the pulpit on the epistle side. R. Browning.\n\nTo write; to communicate in a letter or by writing. [Obs.] Milton.
epistler |1. A writer of epistles, or of an epistle of the New Testament. M. Arnold. 2. (Eccl.)  The ecclesiastic who reads the epistle at the communion service.
epistolar |Epistolary. Dr. H. More.
epistolary |1. Pertaining to epistles or letters; suitable to letters and correspondence; as, an epistolary style. 2. Contained in letters; carried on by letters. \"Epistolary correspondence.\" Addison.
epistolean |One who writes epistles; a correspondent. Mary Cowden Clarke.
epistoler |One of the clergy who reads the epistle at the communion service; an epistler.
epistolet |A little epistle. Lamb.
epistolic |Pertaining to letters or epistles; in the form or style of letters; epistolary.
epistolical |Pertaining to letters or epistles; in the form or style of letters; epistolary.
epistolize |To write epistles.
epistolizer |A writer of epistles.
epistolographic |Pertaining to the writing of letters; used in writing letters; epistolary. Epistolographic character or mode of writing, the same as Demotic character. See under Demotic.
