southwestern |Of or pertaining to the southwest; southwesterly; as, to sail a southwestern course.
spectroscopical |Of or pertaining to a spectroscope, or spectroscopy. -- Spec`tro*scop\"ic*al*ly, adv.
spectroscopist |One who investigates by means of a spectroscope; one skilled in the use of the spectroscope.
spectroscopy |The use of the spectroscope; investigations made with the spectroscope.
spectrum |1. An apparition; a specter. [Obs.] 2. (Opt.) (a) The several colored and other rays of which light is composed, separated by the refraction of a prism or other means, and observed or studied either as spread out on a screen, by direct vision, by photography, or otherwise. See Illust. of Light, and Spectroscope. (b) A luminous appearance, or an image seen after the eye has been exposed to an intense light or a strongly illuminated object. When the object is colored, the image appears of the complementary color, as a green image seen after viewing a red wafer lying on white paper. Called also ocular spectrum. Absorption spectrum, the spectrum of light which has passed through a medium capable of absorbing a portion of the rays. It is characterized by dark spaces, bands, or lines. -- Chemical spectrum, a spectrum of rays considered solely with reference to their chemical effects, as in photography. These, in the usual photogrophic methods, have their maximum influence at and beyond the violet rays, but are not limited to this region. -- Chromatic spectrum, the visible colored rays of the solar spectrum, exhibiting the seven principal colors in their order, and covering the central and larger portion of the space of the whole spectrum. -- Continous spectrum, a spectrum not broken by bands or lines, but having the colors shaded into each other continously, as that from an incandescent solid or liquid, or a gas under high pressure. -- Diffraction spectrum, a spectrum produced by diffraction, as by a grating. -- Gaseous spectrum, the spectrum of an incandesoent gas or vapor, under moderate, or especially under very low, pressure. It is characterized by bright bands or lines. -- Normal spectrum, a representation of a spectrum arranged upon conventional plan adopted as standard, especially a spectrum in which the colors are spaced proportionally to their wave lengths, as when formed by a diffraction grating. -- Ocular spectrum. See Spectrum, 2 (b), above. -- Prismatic spectrum, a spectrum produced by means of a prism. -- Solar spectrum, the spectrum of solar light, especially as thrown upon a screen in a darkened room. It is characterized by numerous dark lines called Fraunhofer lines. -- Spectrum analysis, chemical analysis effected by comparison of the different relative positions and qualities of the fixed lines of spectra produced by flames in which different substances are burned or evaporated, each substance having its own characteristic system of lines. -- Thermal spectrum, a spectrum of rays considered solely with reference to their heating effect, especially of those rays which produce no luminous phenomena.
specular |1. Having the qualities of a speculum, or mirror; having a smooth, reflecting surface; as, a specular metal; a specular surface. 2. (Med.)  Of or pertaining to a speculum; conducted with the aid of a speculum; as, a specular examination. 3. Assisting sight, as a lens or the like. [Obs.] Thy specular orb Apply to well-dissected kernels; lo! In each observe the slender threads Of first-beginning trees. J. Philips. 4. Affording view. [R.] \"Look once more, ere we leave this specular mount.\" Milton. Specular iron. (Min.) See Hematite.
speculate |1. To consider by turning a subject in the mind, and viewing it in its different aspects and relations; to meditate; to contemplate; to theorize; as, to speculate on questions in religion; to speculate on political events. It is remarkable that persons who speculate the most boldly often conform with the most pefect quietude to the external regulations of society. Hawthorne. 2. (Philos.)  To view subjects from certain premises given or assumed, and infer conclusions respecting them a priori. 3. (Com.)  To purchase with the expectation of a contingent advance in value, and a consequent sale at a profit; -- often, in a somewhat depreciative sense, of unsound or hazardous transactions; as, to speculate in coffee, in sugar, or in bank stock.\n\nTo consider attentively; as, to speculate the nature of a thing. [R.] Sir W. Hamilton.
speculation |1. The act of speculating. Specifically: -- (a) Examination by the eye; view. [Obs.] (b) Mental view of anything in its various aspects and relations; contemplation; intellectual examination. Thenceforth to speculations high or deep I turned my thoughts. Milton. (c) (Philos.)  The act or process of reasoning a priori from premises given or assumed. (d) (Com.) The act or practice of buying land, goods, shares, etc., in expectation of selling at a higher price, or of selling with the expectation of repurchasing at a lower price; a trading on anticipated fluctuations in price, as distinguished from trading in which the profit expected is the difference between the retail and wholesale prices, or the difference of price in different markets. 1 year) is considered investment. Sudden fortunes, indeed, are sometimes made in such places, by what is called the trade of speculation. A. Smith. Speculation, while confined within moderate limits, is the agent for equalizing supply and demand, and rendering the fluctuations of price less sudden and abrupt than they would otherwise be. F. A. Walker. (e) Any business venture in involving unusual risks, with a chance for large profits. 2. A conclusion to which the mind comes by speculating; mere theory; view; notion; conjecture. From him Socrates derived the principles of morality, and most part of his natural speculations. Sir W. temple. To his speculations on these subjects he gave the lofty name of the \"Oracles of Reason.\" Macaulay. 3. Power of sight. [Obs.] Thou hast no speculation in those eyes. Shak. 4. A game at cards in which the players buy from one another trumps or whole hands, upon a chance of getting the highest trump dealt, which entitles the holder to the pool of stakes.
speculatist |One who speculates, or forms theories; a speculator; a theorist. The very ingenious speculatist, Mr. Hume. V. Knox.
speculative |1. Given to speculation; contemplative. The mind of man being by nature speculative. Hooker. 2. Involving, or formed by, speculation; ideal; theoretical; not established by demonstration. Cudworth. 3. Of or pertaining to vision; also, prying; inquisitive; curious. [R.] Bacon. 4. Of or pertaining to speculation in land, goods, shares, etc.; as, a speculative dealer or enterprise. The speculative merchant exercises no one regular, established, or well-known branch of business. A. Smith. -- Spec\"u*la*tive*ly, adv. -- Spec\"u*la*tive*ness, n.
speculator |One who speculates. Specifically: (a) An observer; a contemplator; hence, a spy; a watcher. [Obs.] Sir T. Browne. (b) One who forms theories; a theorist. A speculator who had dared to affirm that the human soul is by nature mortal. Macaulay. (c) (Com.)  One who engages in speculation; one who buys and sells goods, land, etc., with the expectation of deriving profit from fluctuations in price.
speculatorial |Speculatory; speculative. [Obs.]
speculatory |1. Intended or adapted for viewing or espying; having oversight. T. Warton. 2. Exercising speculation; speculative. T. Carew.
speculist |One who observes or considers; an observer. [R.] Goldsmith.
speculum |1. A mirror, or looking-glass; especially, a metal mirror, as in Greek and Roman archæology. 2. A reflector of polished metal, especially one used in reflecting telescopes. See Speculum metal, below. 3. (Surg.)  An instrument for dilating certain passages of the body, and throwing light within them, thus facilitating examination or surgical operations. 4. (Zoöl.)  A bright and lustrous patch of color found on the wings of ducks and some other birds. It is usually situated on the distal portions of the secondary quills, and is much more brilliant in the adult male than in the female. Speculum metal, a hard, brittle alloy used for making the reflectors of telescopes and other instruments, usually consisting of copper and tin in various proportions, one of the best being that in which there are 126.4 parts of copper to 58.9 parts of tin, with sometimes a small proportion of arsenic, antimony, or zinc added to improve the whiteness.
sped |imp. & p. p. of Speed.
speece |Species; sort. [Obs.]
speech |1. The faculty of uttering articulate sounds or words; the faculty of expressing thoughts by words or articulate sounds; the power of speaking. There is none comparable to the variety of instructive expressions by speech, wherewith man alone is endowed for the communication of his thoughts. Holder. 2. he act of speaking; that which is spoken; words, as expressing ideas; language; conversation. Note: Speech is voice modulated by the throat, tongue, lips, etc., the modulation being accomplished by changing the form of the cavity of the mouth and nose through the action of muscles which move their walls. O goode God! how gentle and how kind Ye seemed by your speech and your visage The day that maked was our marriage. Chaucer. The acts of God . . . to human ears Can nort without process of speech be told. Milton. 3. A particular language, as distinct from others; a tongue; a dialect. People of a strange speech and of an hard language. Ezek. iii. 6. 4. Talk; mention; common saying. The duke . . . did of me demand What was the speech among the Londoners Concerning the French journey. Shak. 5. formal discourse in public; oration; harangue. The constant design of these orators, in all their speeches, was to drive some one particular point. Swift. 6. ny declaration of thoughts. I. with leave of speech implored, . . . replied. Milton. Syn. Harangue; language; address; oration. See Harangue, and Language.\n\nTo make a speech; to harangue. [R.]
speechful |Full of speech or words; voluble; loquacious. [R.]
speechification |The act of speechifying. [Used humorously or in contempt.]
speechifier |One who makes a speech or speeches; an orator; a declaimer. [Used humorously or in contempt.] G. Eliot.
speechify |To make a speech; to harangue. [Used derisively or humorously.]
speechifying |The act of making a speech or speeches. [Used derisively or humorously.] The dinner and speechifying . . . at the opening of the annual season for the buckhounds. M. Arnold.
speeching |The act of making a speech. [R.]
speechless |1. Destitute or deprived of the faculty of speech. 2. Not speaking for a time; dumb; mute; silent. Speechless with wonder, and half dead with fear. Addison. -- Speech\"less*ly, adv. -- Speech\"less*ness, n.
speechmaker |One who makes speeches; one accustomed to speak in a public assembly.
speed |1. Prosperity in an undertaking; favorable issue; success. \"For common speed.\" Chaucer. O Lord God of my master Abraham, I pray thee, send me good speed this day. Gen. xxiv. 12. 2. The act or state of moving swiftly; swiftness; velocity; rapidly; rate of motion; dispatch; as, the speed a horse or a vessel. Speed, to describe whose swiftness number fails. Milton. Note: In kinematics, speedis sometimes used to denote the amount of velocity without regard to direction of motion, while velocity is not regarded as known unless both the direction and the amount are known. 3. One who, or that which, causes or promotes speed or success. [Obs.] \"Hercules be thy speed!\" Shak. God speed, Good speed; prosperity. See Godspeed. -- Speed gauge, Speed indicator, and Speed recorder (Mach.), devices for indicating or recording the rate of a body's motion, as the number of revolutions of a shaft in a given time. -- Speed lathe (Mach.), a power lathe with a rapidly revolving spindle, for turning small objects, for polishing, etc.; a hand lathe. -- Speed pulley, a cone pulley with steps. Syn. -- Haste; swiftness; celerity; quickness; dispatch; expedition; hurry; acceleration. See Haste.\n\n1. To go; to fare. [Obs.] To warn him now he is too farre sped. Remedy of Love. 2. To experience in going; to have any condition, good or ill; to fare. Shak. Ships heretofore in seas lke fishes sped; The mightiest still upon the smallest fed. Waller. 3. To fare well; to have success; to prosper. Save London, and send true lawyers their meed! For whoso wants money with them shall not speed! Lydgate. I told ye then he should prevail, and speed On his bad errand. Milton. 4. To make haste; to move with celerity. I have speeded hither with the very extremest inch of possibility. Shak. 5. To be expedient. [Obs.] Wyclif (2 Cor. xii. 1.)\n\n1. To cause to be successful, or to prosper; hence, to aid; to favor. \"Fortune speed us!\" Shak. With rising gales that speed their happy flight. Dryden. 2. To cause to make haste; to dispatch with celerity; to drive at full speed; hence, to hasten; to hurry. He sped him thence home to his habitation. Fairfax. 3. To hasten to a conclusion; to expedite. Judicial acts . . . are sped in open court at the instance of one or both of the parties. Ayliffe. 4. To hurry to destruction; to put an end to; to ruin; to undo. \"Sped with spavins.\" Shak. A dire dilemma! either way I 'm sped. If foes, they write, if friends, they read, me dead. Pope. 5. To wish success or god fortune to, in any undertaking, especially in setting out upon a journey. Welkome the coming, speed the parting guest. Pope. God speed you, them, etc., may God speed you; or, may you have good speed. Syn. -- To depatch; hasten; expedite; accelerate; hurry.
speed counter |A device for automatically counting the revolutions or pulsations of an engine or other machine; -- called also simply counter.
speeder |1. One who, or that which, speeds. 2. (Spinning)  A machine for drawing and twisting slivers to form rovings.
speedful |Full of speed (in any sense). [Obs.]
speedfully |In a speedful manner. [Obs.]
speedily |In a speedy manner.
speediness |The quality or state of being speedy.
speedless |Being without speed.
speedwell |Any plant of the genus Veronica, mostly low herbs with pale blue corollas, which quickly fall off.
speedy |Not dilatory or slow; quick; swift; nimble; hasty; rapid in motion or performance; as, a speedy flight; on speedy foot. I will wish her speedy strength. Shak. Darts, which not the good could shun, The speedy ould outfly. Dryden.
speer |A sphere. [Obs.] Chaucer.\n\nTo ask. [Scot.] See Spere.
speet |To stab. [Obs.] Gammer Gurton's Needle.
speight |A woodpecker; -- called also specht, spekt, spight. [Obs. or Prov. Eng.]
speir |To ask. See Spere. Sir W. Scott.
speiskobalt |Smaltite.
speiss |A regulus consisting essentially of nickel, obtained as a residue in fusing cobalt and nickel ores with silica and sodium carbonate to make smalt.
spekboom |The purslane tree of South Africa, -- said to be the favorite food of elephants. Balfour (Cyc. of India).
speke |To speak. [Obs.] Chaucer.
spekehouse |The parlor or reception room of a convent. [Obs.]
spelding |A haddock or other small fish split open and dried in the sun; -- called also speldron. [Scot.]
spelicans |See Spilikin.
spelk |A small stick or rod used as a spike in thatching; a splinter. [Prov. Eng.] Grose.
spell |A spelk, or splinter. [Obs.] Holland.\n\nTo supply the place of for a time; to take the turn of, at work; to relieve; as, to spell the helmsman.\n\n1. The relief of one person by another in any piece of work or wathing; also, a turn at work which is carried on by one person or gang relieving another; as, a spellat the pumps; a spell at the masthead. A spell at the wheel isc called a trick. Ham. Nav. Encyc. 2. The time during which one person or gang works until relieved; hence, any relatively short period of time, whether a few hours, days, or weeks. Nothing new hass happened in this quarter, except the setting in of a severe spell of cold weather. Washington. 3. One of two or more persons or gangs who work by spells. [R.] Their toil is so extreme that they can not endure it above four hours in a day, but are succeeded by spells. Garew. 4. A gratuitous helping forward of another's work; as, a logging spell. [Local, U.S.]\n\n1. A story; a tale. [Obs.] \"Hearken to my spell.\" Chaucer. 2. A stanza, verse, or phrase supposed to be endowed with magical power; an incantation; hence, any charm. Start not; her actions shall be holy as You hear my spell is lawful. Shak.\n\n1. To tell; to relate; to teach. [Obs.] Might I that legend find, By fairies spelt in mystic rhymes. T. Warton. 2. To put under the influence of a spell; to affect by a spell; to bewitch; to fascinate; to charm. \"Spelled with words of power.\" Dryden. He was much spelled with Eleanor Talbot. Sir G. Buck. 3. To constitute; to measure. [Obs.] The Saxon heptarchy, when seven kings put together did spell but one in effect. Fuller. 4. To tell or name in their proper order letters of, as a word; to write or print in order the letters of, esp. the proper letters; to form, as words, by correct orthography. The word \"satire\" ought to be spelled with i, and not with y. Dryden. 5. To discover by characters or marks; to read with difficulty; -- usually with out; as, to spell out the sense of an author; to spell out a verse in the Bible. To spell out a God in the works of creation. South. To sit spelling and observing divine justice upon every accident. Milton.\n\n1. To form words with letters, esp. with the proper letters, either orally or in writing. When what small knowledge was, in them did dwell, And he a god, who could but read or spell. Dryden. 2. To study by noting characters; to gain knowledge or learn the meaning of anything, by study. [Obs.] Where I may sit and rightly spell Of every star that heaven doth shew, And every herb that sips the dew. Milton.
spellable |Capable of being spelt. Carlyle.
spellbind |To bind or hold by, or as if by, a spell or charm; to fascinate, esp. by eloquence of speech, as in a political campaign. - - Spell\"bind`er (#), n.
spellbound |Bound by, or as by, a spell.
speller |1. One who spells. 2. A spelling book. [U. S.]
spellful |Abounding in spells, or charms. Here, while his eyes the learned leaves peruse, Each spellful mystery explained he views. Hoole.
spelling |The act of one who spells; formation of words by letters; orthography.\n\nOf or pertaining to spelling. Spelling bee, a spelling match. [U.S.] -- Spelling book, a book with exercises for teaching children to spell; a speller. -- Spelling match, a contest of skill in spelling words, between two or more persons.
spellken |A theater. [Slang] Byron.
spellwork |Power or effect of magic; that which is wrought by magic; enchantment. Like those Peri isles of light That hang by spellwork in the air. Moore.
spelt |imp. & p. p. of Spell. Spelled.\n\nA species of grain (Triticum Spelta) much cultivated for food in Germany and Switzerland; -- called also German wheat.\n\nSpelter. [Colloq.]\n\nTo split; to break; to spalt. [Obs.] Mortimer.
spelter |Zinc; -- especially so called in commerce and arts.
spelunc |A cavern; a cave. [Obs.] Piers Plowman.
spence |1. A place where provisions are kept; a buttery; a larder; a pantry. Chiefly Brit. dial. [MW10] In . . . his spence, or \"pantry\" were hung the carcasses of a sheep or ewe, and two cows lately slaughtered. Sir W. Scott. Bluff Harry broke into the spence, And turned the cowls adrift. Tennyson. 2. The inner apartment of a country house; also, the place where the family sit and eat. [Scot.] Jamieson.
spencer |One who has the care of the spence, or buttery. [Obs.] Promptorium Parvulorum.\n\nA short jacket worn by men and by women. Ld. Lutton.\n\nA fore-and-aft sail, abaft the foremast or the mainmast, hoisted upon a small supplementary mast and set with a gaff and no boom; a trysail carried at the foremast or mainmast; -- named after its inventor, Knight Spencer, of England [1802]. Spencer mast, a small mast just abaft the foremast or mainmast, for hoisting the spencer. R. H. Dana, Jr.
spend |1. To weigh or lay out; to dispose of; to part with; as, to spend money for clothing. Spend thou that in the town. Shak. Wherefore do ye spend money for that which is not bread Isa. lv. 2. 2. To bestow; to employ; -- often with on or upon. I . . . am never loath To spend my judgment. Herbert. 3. To consume; to waste; to squander; to exhaust; as, to spend an estate in gaming or other vices. 4. To pass, as time; to suffer to pass away; as, to spend a day idly; to spend winter abroad. We spend our years as a tale that is told. Ps. xc. 9. 5. To exhaust of force or strength; to waste; to wear away; as, the violence of the waves was spent. Their bodies spent with long labor and thirst. Knolles.\n\n1. To expend money or any other possession; to consume, use, waste, or part with, anything; as, he who gets easily spends freely. He spends as a person who knows that he must come to a reckoning. South. 2. To waste or wear away; to be consumed; to lose force or strength; to vanish; as, energy spends in the using of it. The sound spendeth and is dissipated in the open air. Bacon. 3. To be diffused; to spread. The vines that they use for wine are so often cut, that their sap spendeth into the grapes. Bacon. 4. (Mining)  To break ground; to continue working.
spender |One who spends; esp., one who spends lavishly; a prodigal; a spendthrift.
spending |The act of expending; expenditure. Spending money, money set apart for extra (not necessary) personal expenses; pocket money. [Colloq.]
spendthrift |One who spends money profusely or improvidently; a prodigal; one who lavishes or wastes his estate. Also used figuratively. A woman who was a generous spendthrift of life. Mrs. R. H. Davis.\n\nProdigal; extravagant; wasteful.
spendthrifty |Spendthrift; prodigal. [R.]
spenserian |Of or pertaining to the English poet Spenser; -- specifically applied to the stanza used in his poem \"The Faërie Queene.\",
  "dissuasory |A dissuasive. [R.] This virtuous and reasonable person, however, has ill luck in all his dissuasories. Jeffrey.
spent |1. Exhausted; worn out; having lost energy or motive force. Now thou seest me Spent, overpowered, despairing of success. Addison. Heaps of spent arrows fall and strew the ground. Dryden. 2. (Zoöl.)  Exhausted of spawn or sperm; -- said especially of fishes. Spent ball, a ball shot from a firearm, which reaches an object without having sufficient force to penetrate it.
sper |To shut in; to support; to inclose; to fasten. [Obs.] \"To sperre the gate.\" Spenser.
sperable |Within the range of hpe; proper to be hoped for. [Obs.] Bacon.\n\nSee Sperable.
sperage |Asperagus. [Obs.] Sylvester.
sperate |Hoped for, or to be hoped for. [R.] Bouvier.
spere |To search; to pry; to ask; to inquire. [Prov. Eng. & Scot.] [Written also speer, speir.] Jamieson.\n\nA sphere. [Obs.] Chaucer.
sperge |A charge of wash for the still. Knight.
sperling |(a) A smelt; a sparling. [Prov. Eng.] (b) A young herring. [Local, U.S.]
sperm |The male fecundating fluid; semen. See Semen. Sperm cell (Physiol.), one of the cells from which the spermatozoids are developed. -- Sperm morula. (Biol.) Same as Spermosphere.\n\nSpermaceti. Sperm oil, a fatty oil found as a liquid, with spermaceti, in the head cavities of the sperm whale. -- Sperm whale. (Zoöl.) See in the Vocabulary.
sperm whale |A very large toothed whale (Physeter macrocephalus), having a head of enormous size. The upper jaw is destitute of teeth. In the upper part of the head, above the skull, there is a large cavity, or case, filled with oil and spermaceti. This whale sometimes grows to the length of more than eighty feet. It is found in the warmer parts of all the oceans. Called also cachalot, and spermaceti whale. Pygmy sperm whale (Zoöl.), a small whale (Kogia breviceps), seldom twenty feet long, native of tropical seas, but occasionally found on the American coast. Called also snub-nosed cachalot. -- Sperm-whale porpoise (Zoöl.), a toothed cetacean (Hyperoödon bidens), found on both sides of the Atlantic and valued for its oil. The adult becomes about twenty-five feet long, and its head is very large and thick. Called also bottle-nosed whale.
spermaceti |A white waxy substance obtained from cavities in the head of the sperm whale, and used making candles, oilments, cosmetics, etc. It consists essentially of ethereal salts of palmitic acid with ethal and other hydrocarbon bases. The substance of spermaceti after the removal of certain impurities is sometimes called cetin. Spermaceti whale (Zoöl.), the sperm whale.
spermalist |See Spermist.
spermaphore |That part of the ovary from which the ovules arise; the placenta.
spermary |An organ in which spermatozoa are developed; a sperm gland; a testicle.
spermatheca |A small sac connected with the female reproductive organs of insects and many other invertebrates, serving to receive and retain the spermatozoa.
spermatic |Of or pertaining to semen; as, the spermatic fluid, the spermatic vessels, etc. Spermatic cord (Anat.), the cord which suspends the testicle within the scrotum. It is made up of a connective tissue sheath inclosing the spermatic duct and accompanying vessels and nerves.
spermatical |Spermatic.
spermatin |A substance allied to alkali albumin and to mucin, present in semen, to which it is said to impart the mucilaginous character.
spermatism |The emission of sperm, or semen.
spermatium |One of the motionless spermatozoids in the conceptacles of certain fungi. J. H. Balfour.
spermatize |To yield seed; to emit seed, or sperm. [Obs.] Sir T. Browne.
spermato- |Combining forms from Gr. seed, sperm, semen (of plants or animals); as, spermatoblast, spermoblast.
spermatoblast |Same as Spermoblast.
spermatocyte |Same as Spermoblast.
spermatogemma |Same as Spermosphere.
spermatogenesis |The development of the spermatozoids.
spermatogenetic |Relating to, or connected with, spermatogenesis; as, spermatogenetic function.
spermatogenous |Sperm-producing.
spermatogonium |A primitive seminal cell, occuring in masses in the seminal tubules. It divides into a mass (spermosphere) of small cells (spermoblast), which in turn give rise to spermatozoids.
spermatoid |Spermlike; resembling sperm, or semen.
spermatooen |A spermoblast. -- Sper`ma*to\"al, a. Owen.
spermatoon |A spermoblast. -- Sper`ma*to\"al, a. Owen.
spermatophore |1. (Physiol.)  Same as Spermospore. 2. (Zoöl.)  A capsule or pocket inclosing a number of spermatozoa. They are present in many annelids, brachiopods, mollusks, and crustaceans. In cephalopods the structure of the capsule is very complex.
spermatophorous |Producing seed, or sperm; seminiferous; as, the so-called spermatophorous cells.
spermatophyta |A phylum embracing the highest plants, or those that produce seeds; the  seed plants, or flowering plants. They form the most numerous group, including over 120,000 species. In general, the group is characterized by the marked development of the sporophyte, with great differentiation of its parts (root, stem, leaves, flowers, etc.); by the extreme reduction of the gametophyte; and by the development of seeds. All the Spermatophyta are heterosporous; fertilization of the egg cell is either through a pollen tube emitted by the microspore or (in a few gymnosperms) by spermatozoids. The phrase \"flowering plants\" is less distinctive than \"seed plants,\" since the conifers, grasses, sedges, oaks, etc., do not produce flowers in the popular sense. For this reason the terms Anthrophyta, Phænogamia, and Panerogamia have been superseded as names of the phylum by Spermatophyta.
spermatophyte |Any plant of the phylum Spermatophyta. -- Sper`ma*to*phyt\"ic (#), a.
spermatorrhea |Abnormally frequent involuntary emission of the semen without copulation.
spermatorrhoea |Abnormally frequent involuntary emission of the semen without copulation.
spermatospore |Same as Spermospore.
spermatozoid |The male germ cell in animals and plants, the essential element in fertilization; a microscopic animalcule-like particle, usually provided with one or more cilia by which it is capable of active motion. In animals, the familiar type is that of a small, more or less ovoid head, with a delicate threadlike cilium, or tail. Called also spermatozoön. In plants the more usual term is antherozoid.
spermatozooen |Same as Spermatozoid.
spermatozooid |A spermatozoid.
spermatozoon |Same as Spermatozoid.
spermic |Of or pertaining to sperm, or semen.
spermidium |An achenium.
spermism |The theory, formerly held by many, that the sperm or spermatozoön contains the germ of the future embryo; animalculism.
spermist |A believer in the doctrine, formerly current, of encasement in the male (see Encasement), in which the seminal thread, or spermatozoid, was considered as the real animal germ, the head being the true animal head and the tail the body.
spermo- |Combining forms from Gr. seed, sperm, semen (of plants or animals); as, spermatoblast, spermoblast.
spermoblast |One of the cells formed by the diivision of the spermospore, each of which is destined to become a spermatozoid; a spermatocyte; a spermatoblast.
spermococcus |The nucleus of the sperm cell.
spermoderm |The covering of a seed; -- sometimes limited to the outer coat or testa. Lindley.
spermogonium |A conceptacle of certain lichens, which contains spermatia.
spermologist |One who treats of, or collects, seeds. Bailey.
spermophile |Any ground squirrel of the genus Spermophilus; gopher. See Illust. under Gopher.
spermophore |A spermatophore.
spermophyta |Plants which produce seed; phænogamia. These plants constitute the highest grand division of the vegetable kingdom.
spermophyte |Any plant which produces true seeds; -- a term recently proposed to replace phænogam.
spermophytic |Capable of producing seeds; phænogamic.
spermoplasma |The protoplasm of the sperm cell. Haeckel.
spermosphere |A mass or ball of cells formed by the repeated division of a male germinal cell (spermospore), each constituent cell (spermoblast) of which is converted into a spermatozoid; a spermatogemma.
spermospore |The male germinal or seminal cell, from the breaking up of which the spermoblasts are formed and ultimately the spermatozoids; a spermatospore. Balfour.
spermule |A sperm cell. Haeckel.
sperre |To shut in; to support; to inclose; to fasten. [Obs.] \"To sperre the gate.\" Spenser.
sperrylite |An arsenide of platinum occuring in grains and minute isometric crystals of tin-white color. It is found near Sudbury, Ontario Canada, and is the only known compound of platinum occuring in nature.
sperse |To disperse. [Obs.] Spenser.
spessartite |A manganesian variety of garnet.
spet |To spit; to throw out. [Obs.]\n\nSpittle. [Obs.]
spetches |Parings and refuse of hides, skins, etc., from which glue is made.
spew |1. To eject from the stomach; to vomit. 2. To cast forth with abhorrence or disgust; to eject. Because thou art lukewarm, and neither hot nor cold, I will spew thee out of my mouth. Rev. ii. 16.\n\n1. To vomit. Chaucer. 2. To eject seed, as wet land swollen with frost.\n\nThat which is vomited; vomit.
spewer |One who spews.
spewiness |The state of being spewy.
spewy |Wet; soggy; inclined to spew.
sphacel |Gangrene.
sphacelate |To die, decay, or become gangrenous, as flesh or bone; to mortify.\n\nTo affect with gangrene.\n\nAffected with gangrene; mortified.
sphacelated |Affected with gangrene; mortified.
sphacelation |The process of becoming or making gangrenous; mortification.
sphacelus |Gangrenous part; gangrene; slough.
sphaerenchyma |Vegetable tissue composed of thin-walled rounded cells, -- a modification of parenchyma.
sphaeridium |A peculiar sense organ found upon the exterior of most kinds of sea urchins, and consisting of an oval or sherical head surmounting a short pedicel. It is generally supposed to be an olfactory organ.
sphaerospore |One of the nonsexual spores found in red algæ; a tetraspore.
sphaerulite |Same as Spherulite.
sphagnicolous |Growing in moss of the genus Sphagnum.
sphagnous |Pertaining to moss of the genus Sphagnum, or bog moss; abounding in peat or bog moss.
sphagnum |A genus of mosses having white leaves slightly tinged with red or green and found growing in marshy places; bog moss; peat moss.
sphalerite |Zinc sulphide; -- called also blende, black-jack, false galena, etc. See Blende (a).
sphene |A mineral found usually in thin, wedge-shaped crystals of a yellow or green to black color. It is a silicate of titanium and calcium; titanite.
sphenethmoid |Of or pertaining to both the sphenoidal and the ethmoidal regions of the skull, or the sphenethmoid bone; sphenethmoidal. Sphenethmoid bone (Anat.), a bone of the skull which surrounds the anterior end of the brain in many amphibia; the girdle bone.\n\nThe sphenethmoid bone.
sphenethmoidal |Relating to the sphenoethmoid bone; sphenoethmoid.
spheniscan |Any species of penguin.
spheno- |A combining form used in anatomy to indicate connection with, or relation to, the sphenoid bone; as in sphenomaxillary, sphenopalatine.
sphenodon |Same as Hatteria.
sphenoethmoidal |Sphenethmoid.
sphenogram |A cuneiform, or arrow-headed, character.
sphenographer |One skilled in sphenography; a sphenographist.
sphenographic |Of or pertaining to sphenography.
sphenographist |A sphenographer.
sphenography |The art of writing in cuneiform characters, or of deciphering inscriptions made in such characters.
sphenoid |1. Wedge-shaped; as, a sphenoid crystal. 2. (Anat.)  Of or pertaining to the sphenoid bone. Sphenoid bone (Anat.), an irregularly shaped bone in front of the occipital in the base of the skull of the higher vertebrates. It is composed of several fetal bones which become united the adult. See Alisphenoid, Basisphenoid, Orbitosphenoid, Presphenoid.\n\n1. (Crystallog.)  A wedge-shaped crystal bounded by four equal isosceles triangles. It is the hemihedral form of a square pyramid. 2. (Anat.)  The sphenoid bone.
sphenoidal |1. Sphenoid. 2. (Crystalloq.)  Pertaining to, or resembling, a sphenoid.
sphenotic |Of, pertaining to, or designating, the sphenotic bone. Sphenotic bone (Anat.), a bone on the anterior side of the auditory capsule of many fishes, and connected with, or adjoining, the sphenoid bone.\n\nThe sphenotic bone.
spheral |1. Of or pertaining to a sphere or the spheres. 2. Rounded like a sphere; sphere-shaped; hence, symmetrical; complete; perfect.
